0.127807   0.0180833   0.991634    
-0.00431162   -0.0195234   -0.9998    
-0.274189   0.47414   0.836667    
-0.828765   -0.555856   0.0646033    
-0.523804   -0.057853   0.849872    
-0.499751   0.310481   -0.80861    
-0.139167   0.395056   0.908055    
0.357823   0.528459   -0.769866    
0.0088755   -0.00697023   0.999936    
0.78543   -0.0799777   0.613761    
-0.0797988   -0.717031   -0.692459    
0.460115   0.611881   -0.643347    
-0.342994   -0.164119   -0.924889    
0.719896   -0.196221   -0.665768    
0.168218   0.962777   0.211573    
-0.726873   -0.0324314   -0.686006    
-0.800313   0.460639   -0.383811    
-0.443754   0.779968   0.441285    
-0.865937   -0.486906   -0.114352    
-0.551591   0.530711   -0.643501    
-0.0405425   -0.0269954   -0.998813    
-0.119096   -0.785193   0.607691    
-0.980162   0.00799128   -0.198037    
0.39247   -0.23384   -0.889543    
-0.105524   0.153704   0.982466    
0.428826   0.145575   -0.891581    
-0.0716267   -0.77361   -0.629601    
-0.595371   -0.17978   -0.783079    
-0.0459438   -0.95722   -0.28569    
-0.0842637   0.0625332   -0.994479    
0.181891   0.353837   -0.91745    
0.330877   -0.943335   0.0253044    
0.503742   -0.328513   0.798951    
-0.185685   -0.168382   0.968075    
-0.713867   0.298295   0.633573    
0.527434   0.101359   0.843528    
-0.0484591   -0.000611504   0.998825    
-0.168162   -0.158722   -0.972897    
-0.401137   -0.529648   -0.74737    
0.663081   0.35127   -0.661009    
-0.447366   -0.099931   0.88875    
-0.725413   0.122018   -0.677412    
0.81722   0.574886   -0.0407087    
0.290976   0.240738   -0.925947    
0.569727   -0.785294   -0.242331    
-0.284312   -0.957597   -0.0466383    
-0.682971   0.675186   0.278701    
0.607371   -0.662224   -0.438817    
0.713252   0.412797   -0.566454    
-0.335783   0.177279   -0.925107    
0.281028   0.264806   -0.922443    
-0.263931   0.956032   -0.127844    
-0.0761017   0.704262   0.70585    
0.621448   -0.261031   -0.738692    
-0.643775   -0.104806   -0.758004    
-0.00564174   0.00763655   -0.999955    
0.615672   -0.640543   0.458969    
0.560277   -0.597335   -0.57383    
0.0535043   -0.261984   0.963588    
-0.303213   0.000490318   -0.952923    
0.151151   0.0592085   0.986736    
-0.267836   -0.598091   -0.755348    
-0.73014   0.574253   -0.370309    
-0.224153   0.0996758   -0.969443    
0.342925   -0.108952   0.933023    
0.517805   0.756621   -0.399252    
0.888202   0.410637   -0.206091    
0.106666   -0.0904171   0.990175    
-0.604828   -0.303779   -0.73614    
-0.234976   -0.451721   0.860659    
-0.870485   -0.270272   -0.41135    
-0.0218204   0.00216019   0.99976    
0.722355   0.213047   0.657886    
0.553942   -0.297204   0.777701    
-0.593669   0.314628   0.740653    
-0.175808   -0.0328297   -0.983877    
-0.598787   0.441357   -0.668325    
0.0929633   -0.310743   0.945937    
0.0365608   -0.272164   0.961556    
-0.72448   -0.336842   0.601386    
0.361396   -0.0727647   -0.929569    
0.450013   -0.729614   0.514929    
-0.0080618   0.0563687   0.998377    
-0.316114   -0.292958   0.902357    
0.46467   -0.649114   0.602273    
0.864952   -0.501312   0.0233189    
0.165744   -0.0238398   0.985881    
0.823579   0.0651347   0.56345    
-0.8054   0.552641   -0.214288    
0.213733   -0.886564   -0.410272    
-0.0919599   -0.00535287   -0.995748    
0.349161   -0.496532   0.794696    
-0.754431   0.0458892   0.654774    
0.182044   -0.148632   0.971992    
-0.748321   -0.0594698   0.660665    
-0.246995   -0.24479   -0.937588    
-0.104629   0.0918248   0.990263    
-0.629156   -0.147171   -0.763219    
-0.241675   0.502124   -0.83034    
-0.220275   0.0980845   -0.970494    
-0.219741   0.217446   0.951016    
-0.162931   -0.964653   0.20712    
-0.400212   0.450205   0.798214    
-0.102816   0.739849   -0.66487    
0.0320066   -0.76484   -0.643425    
-0.578911   0.761616   -0.291208    
-0.58317   0.800512   -0.138178    
-0.422678   -0.797304   0.430871    
-0.900471   -0.419141   -0.116075    
-0.0379043   -0.000354189   -0.999281    
0.627964   -0.167891   0.759917    
-0.684909   -0.680002   -0.261718    
-0.114353   -0.396379   0.910937    
0.826297   0.407795   0.388507    
0.853604   -0.193151   0.48379    
0.131136   0.143114   -0.98098    
-0.0404811   -0.0904883   0.995074    
0.0760038   -0.376371   -0.923346    
0.204149   0.0307556   0.978457    
0.0888249   -0.157816   -0.983465    
0.933765   0.169118   -0.315408    
0.219479   0.139635   0.965573    
0.0447647   0.242165   -0.969202    
0.702548   -0.00282162   0.711631    
0.18397   0.0398698   0.982123    
-0.0708242   0.978643   -0.192981    
0.810499   -0.508597   -0.290552    
-0.716224   -0.599921   0.356536    
-0.974312   0.225018   0.00914351    
0.212569   -0.529336   -0.821351    
0.11996   -0.460733   -0.879395    
0.0838765   0.357899   -0.929986    
0.517732   -0.301831   -0.800532    
-0.225814   0.886491   0.403909    
0.094365   -0.0132895   -0.995449    
0.667336   0.7267   0.163005    
-0.117015   0.750905   0.64996    
0.179089   0.113556   0.977258    
0.135707   -0.0204174   -0.990539    
0.0221504   -0.0256547   0.999425    
0.982573   0.121056   0.141052    
-0.653922   -0.746094   -0.125417    
-0.717734   0.613876   -0.328655    
-0.993017   -0.0786196   0.0879593    
-0.713412   -0.290516   -0.637687    
0.22479   0.919542   -0.322353    
0.651512   -0.75709   -0.0484323    
0.513664   -0.269371   0.81461    
-0.358459   -0.581381   0.730413    
0.376244   0.210277   0.902344    
0.490392   -0.337069   0.803679    
-0.0192944   -0.0421425   -0.998925    
0.068269   -0.0592861   0.995904    
0.793768   -0.450228   0.408933    
-0.827253   -0.476954   -0.296929    
-0.895494   0.193158   -0.400975    
0.363172   -0.232118   -0.902345    
0.618114   0.746164   -0.247334    
0.213049   0.023887   -0.976749    
-0.528043   0.837724   0.139241    
-0.51517   -0.835117   -0.192818    
0.803901   0.198833   0.560544    
0.557406   -0.797452   -0.231017    
-0.0682849   -0.152857   0.985886    
-0.628817   0.266594   -0.730422    
-0.600548   -0.645227   -0.472255    
-0.624858   -0.35422   -0.695759    
0.0491095   -0.0987512   0.9939    
0.715622   0.512955   -0.474091    
-0.0363211   -0.99363   -0.106679    
-0.32718   -0.667735   -0.668643    
-0.195463   0.680854   -0.705855    
0.654213   -0.370964   0.659084    
-0.898874   -0.436046   -0.0434776    
0.427107   -0.896602   -0.116978    
0.148661   0.127547   -0.980628    
0.576818   0.359713   -0.733408    
-0.191979   -0.218276   -0.956818    
0.0634562   0.108314   0.992089    
-0.367176   -0.0333964   -0.929552    
-0.994827   0.0786237   -0.0643217    
-0.341305   -0.150748   0.927786    
-0.846835   0.530229   -0.0415713    
-0.136777   0.954659   -0.26442    
-0.828353   -0.338182   0.446614    
-0.229148   0.110118   0.967143    
0.540539   -0.136151   -0.830229    
-0.623115   -0.114387   -0.773721    
0.978358   -0.193851   -0.0723725    
0.0411227   0.0890441   0.995178    
-0.782097   0.376226   -0.496768    
-0.776265   0.153525   0.611427    
-0.503844   -0.372312   -0.779438    
-0.248986   0.129517   -0.959808    
-0.32182   -0.020963   0.946569    
-0.0021745   -0.970917   -0.239407    
0.40847   -0.157459   -0.899088    
-0.905343   -0.0548383   -0.421126    
-0.911558   -0.314403   -0.264979    
-0.358855   -0.379311   0.852846    
